Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
else,,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.002s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.108s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.001s,PASSED
println(body_content),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.001s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.002s,PASSED
if (result == false),,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.000s,PASSED
else,,,,2019-12-18 09:34:37,2019-12-18 09:34:37,0.002s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:37,2019-12-18 09:34:38,0.186s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(plain),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.038s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.084s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
println(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
if (result == false),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.002s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.186s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.042s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.088s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
println(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.004s,PASSED
if (result == false),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.002s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.200s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.054s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.086s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
println(body_content),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.002s,PASSED
if (result == false),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.004s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:38,2019-12-18 09:34:39,0.442s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
out.println(plain),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.042s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.000s,PASSED
else,,,,2019-12-18 09:34:38,2019-12-18 09:34:38,0.002s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:38,2019-12-18 09:34:39,0.325s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.002s,PASSED
println(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.002s,PASSED
if (result == false),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.002s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.213s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.039s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.105s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
println(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.002s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.004s,PASSED
if (result == false),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.003s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.237s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(body),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.046s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.117s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
println(body_content),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.004s,PASSED
if (result == false),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.005s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:39,2019-12-18 09:34:40,1.250s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(plain),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.002s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
out.println(body),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.035s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.000s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
else,,,,2019-12-18 09:34:39,2019-12-18 09:34:39,0.001s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:39,2019-12-18 09:34:40,1.158s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.002s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
println(body_content),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.002s,PASSED
if (result == false),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
else,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.002s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.196s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
out.println(body),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.046s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
else,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.002s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.102s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
println(body_content),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:40,2019-12-18 09:34:40,0.001s,PASSED
